date,Скорост,Тегло,Дължина,Брой автомобили
2023-01-20 12:00:00,42.279450261780106,2119.2709294660513,3403.4754098360654,1528
2023-01-20 16:00:00,41.73092698933552,1617.505766062603,3113.4346754313888,2439
2023-01-20 20:00:00,44.417040358744394,1870.1155152887882,3320.291479820628,892
2023-01-21 00:00:00,46.44807121661721,1969.913946587537,3373.887240356083,337
2023-01-21 04:00:00,45.231277533039645,2100.3849557522126,3408.590308370044,454
2023-01-21 08:00:00,43.373660030627875,1600.772378516624,3112.4553343542625,1960
2023-01-21 12:00:00,42.51139937106918,1485.2236220472441,3027.5482093663913,2545
2023-01-21 16:00:00,43.00516262261229,1361.8274611398963,3008.182288969446,1938
2023-01-21 20:00:00,45.31315789473684,1432.007926023778,3145.981554677207,760
2023-01-22 00:00:00,46.05172413793103,1512.210396039604,3142.5742574257424,406
2023-01-22 04:00:00,45.18333333333333,1916.3949579831933,3310.0,360
2023-01-22 08:00:00,43.536127167630056,1670.3483636363637,3043.971119133574,1385
2023-01-22 12:00:00,42.623113410952996,1439.954231433506,2977.1094764171353,2319
2023-01-22 16:00:00,43.280092592592595,1398.665313225058,3005.5619930475086,1729
2023-01-22 20:00:00,45.57929883138564,1441.2046979865772,3137.729549248748,599
2023-01-23 00:00:00,45.671052631578945,2538.7302631578946,3673.0263157894738,152
2023-01-23 04:00:00,41.80710059171598,2475.126040428062,3488.5071090047395,845
2023-01-23 08:00:00,42.15869140625,2192.220861900098,3442.619745845552,2049
2023-01-23 12:00:00,42.73021582733813,2446.152389540126,3505.4905490549054,2225
2023-01-23 16:00:00,41.93636363636364,1762.3967963386729,3177.2561531449405,2202
2023-01-23 20:00:00,45.3646408839779,1794.0377094972066,3291.009681881051,724
2023-01-24 00:00:00,45.351190476190474,3037.1011904761904,3966.0714285714284,168
2023-01-24 04:00:00,42.38674698795181,2518.235722964763,3543.5619735258724,831
2023-01-24 08:00:00,42.37180700094607,2208.7275747508306,3484.6263008514666,2114
2023-01-24 12:00:00,42.70437472381794,2316.5013309671695,3446.6578131916776,2263
2023-01-24 16:00:00,42.29019073569482,1766.08014571949,3147.4306502955887,2202
2023-01-24 20:00:00,44.293405114401075,1795.2228260869565,3266.6666666666665,743
2023-01-25 00:00:00,46.52023121387283,2779.664739884393,3834.1040462427745,173
2023-01-25 04:00:00,42.83224967490247,2598.626631853786,3486.0858257477244,769
2023-01-25 08:00:00,43.1133365901319,2371.4069539666993,3487.8728606356967,2048
2023-01-25 12:00:00,42.74442013129103,2065.4533508541394,3373.228346456693,2286
2023-01-25 16:00:00,42.156066756878666,1580.0429475587703,3078.5907859078593,2217
2023-01-25 20:00:00,44.65841584158416,1892.8472049689442,3347.087980173482,808
2023-01-26 00:00:00,45.86607142857143,2075.2678571428573,3394.1964285714284,224
2023-01-26 04:00:00,43.150823827629914,2487.8339719029373,3499.110546378653,789
2023-01-26 08:00:00,42.31739961759082,2387.1952038369304,3509.5169775227164,2093
2023-01-26 12:00:00,42.4520725388601,2231.2880034647033,3476.112311015119,2317
2023-01-26 16:00:00,41.70866141732284,1570.7232851143258,3019.3953488372094,2159
2023-01-26 20:00:00,41.73933649289099,1727.5821371610846,2690.3633491311216,633
2023-01-27 00:00:00,45.08139534883721,2127.122448979592,3198.8338192419824,344
2023-01-27 04:00:00,43.25578703703704,2273.262044653349,3333.062645011601,865
2023-01-27 08:00:00,42.46855192588981,2158.064610866373,3423.9024390243903,2052
2023-01-27 12:00:00,42.81305263157895,2039.6722972972973,3367.861661746099,2376
2023-01-27 16:00:00,41.981057268722466,1555.0017706949977,3115.255731922399,2271
2023-01-27 20:00:00,44.592800899887514,1842.8165345413363,3278.828828828829,889
2023-01-28 00:00:00,45.26162790697674,1917.610465116279,3448.546511627907,344
2023-01-28 04:00:00,44.34022988505747,2206.586046511628,3411.7241379310344,435
2023-01-28 08:00:00,43.614754098360656,1562.6697648988518,3088.0131362889983,1830
2023-01-28 12:00:00,42.368702290076335,1524.7057699656095,3018.3314198239573,2621
2023-01-28 16:00:00,43.53925284244721,1379.9597826086956,3029.826464208243,1847
2023-01-28 20:00:00,43.95192307692308,1462.8360881542699,3066.6206896551726,728
2023-01-29 00:00:00,45.21388888888889,1630.9611111111112,3138.3333333333335,360
2023-01-29 04:00:00,44.50148367952522,2010.779104477612,3321.194029850746,337
2023-01-29 08:00:00,43.799139167862265,1660.693083573487,3048.6719310839912,1394
2023-01-29 12:00:00,43.172536781096746,1388.5011165698972,2996.9196428571427,2243
2023-01-29 16:00:00,43.50981524249423,1381.765833817548,3006.3078703703704,1732
2023-01-29 20:00:00,45.167229729729726,1444.3502538071066,3025.2542372881358,592
2023-01-30 00:00:00,45.66470588235294,2113.8470588235296,3451.176470588235,170
2023-01-30 04:00:00,42.975,2369.1428571428573,3389.0789473684213,760
2023-01-30 08:00:00,43.1076011846002,2317.8446313706086,3444.0,2027
2023-01-30 12:00:00,42.896145124716554,2289.920562868815,3461.667421839601,2207
2023-01-30 16:00:00,42.833885470894465,1597.0403034613562,3101.0411736867013,2115
2023-01-30 20:00:00,44.93023255813954,1891.2245179063361,3324.6913580246915,731
2023-01-31 00:00:00,44.7710843373494,2667.9638554216867,3736.144578313253,166
2023-01-31 04:00:00,43.14671814671814,2376.4798962386512,3426.159793814433,777
2023-01-31 08:00:00,43.34376504573905,2233.8845968131336,3461.2825458052075,2077
2023-01-31 12:00:00,43.099636032757054,2232.918684330745,3371.6757741347906,2198
2023-01-31 16:00:00,42.139049311417146,1779.8975501113587,3149.955516014235,2252
2023-01-31 20:00:00,44.76010781671159,1877.945652173913,3283.153638814016,743
2023-02-01 00:00:00,45.51685393258427,2245.2640449438204,3543.258426966292,356
2023-02-01 04:00:00,43.26387176325524,2455.1226765799256,3510.767326732673,1622
2023-02-01 08:00:00,43.4774288518155,2327.0305719921103,3439.8425971470733,4076
2023-02-01 12:00:00,43.2894619831036,2254.070058009817,3433.2739420935413,2249
2023-02-01 16:00:00,42.463199647421774,1662.0512141280353,3126.5108072342305,2269
2023-02-01 20:00:00,44.171934260429836,1864.43583227446,3275.5696202531644,791
2023-02-02 00:00:00,45.5450643776824,2290.197424892704,3487.5536480686696,233
2023-02-02 04:00:00,43.64956195244055,2312.778761061947,3382.1831869510665,799
2023-02-02 08:00:00,43.24559733460257,2428.002861230329,3434.190476190476,2104
2023-02-02 12:00:00,43.626209322779246,2108.8808998676664,3344.31718061674,2275
2023-02-02 16:00:00,42.01319841619006,1672.8253757736516,3109.467195068252,2275
2023-02-02 20:00:00,43.86609336609337,1928.310945273632,3402.3370233702335,815
2023-02-03 00:00:00,45.12820512820513,2248.3626373626375,3525.641025641026,273
2023-02-03 04:00:00,42.66828675577157,2396.7938650306746,3378.0755176613884,824
2023-02-03 08:00:00,43.500693481276,2255.810961449141,3407.446808510638,2163
2023-02-03 12:00:00,42.95055889939811,2131.345407503234,3359.690588740868,2328
2023-02-03 16:00:00,42.03489875053856,1558.2941176470588,3038.7402933563417,2322
2023-02-03 20:00:00,44.42219541616405,1904.9696233292832,3289.1304347826085,829
