date,Скорост,Тегло,Дължина,Брой автомобили
2023-01-20,56.716485507246375,2770.9021739130435,3338.2592928377153,1104
2023-01-21,58.474083438685206,2555.440860215054,3263.906447534766,1582
2023-01-22,58.26449275362319,2528.3072463768117,3252.9710144927535,1380
2023-01-23,58.472853535353536,2656.3939393939395,3424.936868686869,1584
2023-01-24,58.38626865671642,2568.5373134328356,3412.0,1675
2023-01-25,57.9321550741163,2573.841505131129,3465.715915573303,1754
2023-01-26,56.60855080510827,2593.8045530260965,3649.3333333333335,1801
2023-01-27,57.45389681668496,2535.8792535675084,3556.7508232711307,1822
2023-01-28,57.98388136686009,2520.7698259187623,3397.807865892972,1551
2023-01-29,57.40045420136261,2528.785768357305,3420.5147615442847,1321
2023-01-30,58.125,2589.1292270531403,3588.949275362319,1656
2023-01-31,58.127422196124485,2533.4456840869057,3433.64650616559,1703
2023-02-01,58.42599742599742,2606.801372801373,3432.704672096014,2333
2023-02-02,57.50555230859147,2615.0052600818235,3375.4529514903566,1711
2023-02-03,58.01160862354892,2634.725262576009,3426.5892758430073,1809
2023-02-04,58.063068526379624,2589.184960582171,3283.929654335961,1649
2023-02-05,58.43065693430657,2497.1401459854014,3295.2554744525546,1370
2023-02-06,58.03521126760563,2578.093896713615,3427.992957746479,1704
2023-02-07,57.68120624663435,2502.4760366182013,3404.0387722132473,1857
2023-02-08,57.56843331391963,2604.2947000582412,3448.9807804309844,1717
2023-02-09,58.11344770337576,2526.85445489762,3436.524626452684,1807
2023-02-10,58.20356768100734,2505.6222455403986,3414.3832020997374,1906
2023-02-11,58.53688029020556,2481.001209189843,3390.6231094978825,1654
2023-02-12,57.024104234527684,2442.0820846905535,3268.383311603651,1535
2023-02-13,58.038419319429195,2538.8463227222833,3433.918770581778,1822
2023-02-14,57.65450643776824,2611.4002145922746,3409.651474530831,1865
2023-02-15,58.377832210655235,2601.9975505205143,3424.448529411765,1633
2023-02-16,59.72241579558653,2682.6457607433217,3423.5772357723577,861
2023-02-17,,,,0
2023-02-18,,,,0
2023-02-19,,,,0
2023-02-20,,,,0
2023-02-21,,,,0
2023-02-22,56.41189427312775,2807.8300220750552,3307.5991189427314,908
2023-02-23,58.223871733966746,2900.3693586698337,3410.688836104513,1684
2023-02-24,58.1424672489083,2894.4268558951967,3450.0273074822503,1832
2023-02-25,57.729866835764106,2801.0538998097654,3293.468611287254,1577
2023-02-26,58.35677655677656,2829.372893772894,3271.8475073313784,1365
2023-02-27,58.16696375519905,2897.843137254902,3395.481569560048,1683
2023-02-28,57.89717978848414,2779.9001175088133,3446.854791299236,1702
2023-03-01,58.390559732665,2747.18462823726,3462.9908103592315,2394
