date,Скорост,Тегло,Дължина,Брой автомобили
2023-01-20 12:00:00,56.716485507246375,2770.9021739130435,3338.2592928377153,1104
2023-01-21 00:00:00,58.601108033241,2614.4333333333334,3293.628808864266,361
2023-01-21 12:00:00,58.436527436527435,2538.047502047502,3255.118755118755,1221
2023-01-22 00:00:00,59.06015037593985,2451.3834586466164,3163.157894736842,266
2023-01-22 12:00:00,58.07450628366248,2546.6750448833036,3274.4165170556553,1114
2023-01-23 00:00:00,59.51985559566787,2699.0072202166066,3512.6353790613716,554
2023-01-23 12:00:00,57.90970873786408,2633.473786407767,3377.766990291262,1030
2023-01-24 00:00:00,59.60286225402505,2697.0125223613595,3501.0733452593918,559
2023-01-24 12:00:00,57.776881720430104,2504.18458781362,3367.3835125448027,1116
2023-01-25 00:00:00,59.55830388692579,2763.7809187279154,3601.5901060070673,566
2023-01-25 12:00:00,57.157407407407405,2483.348484848485,3400.926705981466,1188
2023-01-26 00:00:00,58.748709122203095,2757.0636833046474,3741.4802065404474,581
2023-01-26 12:00:00,55.58934426229508,2516.055737704918,3605.414273995078,1220
2023-01-27 00:00:00,58.158319870759286,2510.2875605815834,3610.5008077544426,619
2023-01-27 12:00:00,57.09143807148795,2549.0473815461346,3529.093931837074,1203
2023-01-28 00:00:00,59.62359550561798,2551.258426966292,3491.5730337078653,356
2023-01-28 12:00:00,57.49539748953975,2511.687029288703,3369.874476987448,1195
2023-01-29 00:00:00,56.79607843137255,2467.309803921569,3500.0,255
2023-01-29 12:00:00,57.54502814258912,2543.4915572232644,3401.500938086304,1066
2023-01-30 00:00:00,59.07347670250896,2571.168458781362,3655.9139784946237,558
2023-01-30 12:00:00,57.642987249544625,2598.256830601093,3554.9180327868853,1098
2023-01-31 00:00:00,59.33754512635379,2697.812274368231,3681.5884476534297,554
2023-01-31 12:00:00,57.543951261966924,2454.194952132289,3314.0992167101826,1149
2023-02-01 00:00:00,59.69565217391305,2656.4,3505.5555555555557,1152
2023-02-01 12:00:00,57.18966977138019,2558.5046570702793,3361.6426756985607,1181
2023-02-02 00:00:00,58.55045871559633,2770.377981651376,3474.3119266055046,545
2023-02-02 12:00:00,57.01715265866209,2542.3825042881645,3329.245283018868,1166
2023-02-03 00:00:00,59.62190812720848,2761.9858657243817,3537.9858657243817,566
2023-02-03 12:00:00,57.27835880933226,2576.7771520514884,3375.86484312148,1243
